min_impurity_decrease,NodeCount,TrainAcc,TestAcc
0.0,63,1.0,0.7558139534883721
0.00025,63,1.0,0.7558139534883721
0.0005,63,1.0,0.7558139534883721
0.00075,63,1.0,0.7558139534883721
0.001,59,0.9979919678714859,0.7325581395348837
0.00125,59,0.9979919678714859,0.7325581395348837
0.0015,59,0.9979919678714859,0.7325581395348837
0.00175,59,0.9979919678714859,0.7325581395348837
0.002,59,0.9979919678714859,0.7325581395348837
0.0022500000000000003,59,0.9979919678714859,0.7325581395348837
0.0025,59,0.9979919678714859,0.7325581395348837
0.00275,59,0.9979919678714859,0.7325581395348837
0.003,59,0.9979919678714859,0.7325581395348837
0.0032500000000000003,51,0.9899598393574297,0.7248062015503876
0.0035,51,0.9899598393574297,0.7248062015503876
0.00375,49,0.9879518072289156,0.7325581395348837
0.004,35,0.9718875502008032,0.748062015503876
0.00425,35,0.9718875502008032,0.748062015503876
0.0045000000000000005,35,0.9718875502008032,0.748062015503876
0.00475,35,0.9718875502008032,0.748062015503876
0.005,35,0.9718875502008032,0.748062015503876
0.00525,35,0.9718875502008032,0.748062015503876
0.0055,31,0.9658634538152611,0.748062015503876
0.00575,31,0.9658634538152611,0.748062015503876
0.006,27,0.9578313253012049,0.7558139534883721
0.00625,27,0.9578313253012049,0.7558139534883721
0.006500000000000001,27,0.9578313253012049,0.7558139534883721
0.00675,25,0.9538152610441767,0.7596899224806202
0.007,23,0.9477911646586346,0.7596899224806202
0.00725,23,0.9477911646586346,0.7596899224806202
0.0075,23,0.9477911646586346,0.7596899224806202
0.00775,19,0.9397590361445783,0.7868217054263565
0.008,19,0.9397590361445783,0.7868217054263565
0.00825,13,0.9257028112449799,0.7829457364341085
0.0085,13,0.9257028112449799,0.7829457364341085
0.00875,13,0.9257028112449799,0.7829457364341085
0.009000000000000001,13,0.9257028112449799,0.7829457364341085
0.00925,13,0.9257028112449799,0.7829457364341085
0.0095,13,0.9257028112449799,0.7829457364341085
0.00975,13,0.9257028112449799,0.7829457364341085
0.01,13,0.9257028112449799,0.7829457364341085
0.01025,13,0.9257028112449799,0.7829457364341085
0.0105,13,0.9257028112449799,0.7829457364341085
0.010750000000000001,13,0.9257028112449799,0.7829457364341085
0.011,13,0.9257028112449799,0.7829457364341085
0.01125,13,0.9257028112449799,0.7829457364341085
0.0115,13,0.9257028112449799,0.7829457364341085
0.01175,13,0.9257028112449799,0.7829457364341085
0.012,13,0.9257028112449799,0.7829457364341085
0.01225,13,0.9257028112449799,0.7829457364341085
0.0125,13,0.9257028112449799,0.7829457364341085
0.012750000000000001,13,0.9257028112449799,0.7829457364341085
0.013000000000000001,13,0.9257028112449799,0.7829457364341085
0.01325,13,0.9257028112449799,0.7829457364341085
0.0135,13,0.9257028112449799,0.7829457364341085
0.01375,13,0.9257028112449799,0.7829457364341085
0.014,13,0.9257028112449799,0.7829457364341085
0.01425,13,0.9257028112449799,0.7829457364341085
0.0145,13,0.9257028112449799,0.7829457364341085
0.014750000000000001,13,0.9257028112449799,0.7829457364341085
0.015,13,0.9257028112449799,0.7829457364341085
0.01525,13,0.9257028112449799,0.7829457364341085
0.0155,13,0.9257028112449799,0.7829457364341085
0.01575,13,0.9257028112449799,0.7829457364341085
0.016,13,0.9257028112449799,0.7829457364341085
0.01625,13,0.9257028112449799,0.7829457364341085
0.0165,13,0.9257028112449799,0.7829457364341085
0.01675,13,0.9257028112449799,0.7829457364341085
0.017,13,0.9257028112449799,0.7829457364341085
0.01725,11,0.9156626506024096,0.7751937984496124
0.0175,11,0.9156626506024096,0.7751937984496124
0.017750000000000002,11,0.9156626506024096,0.7751937984496124
0.018000000000000002,7,0.8895582329317269,0.7286821705426356
0.01825,7,0.8895582329317269,0.7286821705426356
0.0185,7,0.8895582329317269,0.7286821705426356
0.01875,7,0.8895582329317269,0.7286821705426356
0.019,7,0.8895582329317269,0.7286821705426356
0.01925,5,0.8714859437751004,0.7209302325581395
0.0195,5,0.8714859437751004,0.7209302325581395
0.01975,5,0.8714859437751004,0.7209302325581395
0.02,5,0.8714859437751004,0.7209302325581395
0.02025,5,0.8714859437751004,0.7209302325581395
0.0205,5,0.8714859437751004,0.7209302325581395
0.02075,5,0.8714859437751004,0.7209302325581395
0.021,5,0.8714859437751004,0.7209302325581395
0.02125,5,0.8714859437751004,0.7209302325581395
0.021500000000000002,5,0.8714859437751004,0.7209302325581395
0.021750000000000002,5,0.8714859437751004,0.7209302325581395
0.022,5,0.8714859437751004,0.7209302325581395
0.02225,5,0.8714859437751004,0.7209302325581395
0.0225,5,0.8714859437751004,0.7209302325581395
0.02275,5,0.8714859437751004,0.7209302325581395
0.023,5,0.8714859437751004,0.7209302325581395
0.02325,5,0.8714859437751004,0.7209302325581395
0.0235,5,0.8714859437751004,0.7209302325581395
0.02375,5,0.8714859437751004,0.7209302325581395
0.024,5,0.8714859437751004,0.7209302325581395
0.02425,5,0.8714859437751004,0.7209302325581395
0.0245,5,0.8714859437751004,0.7209302325581395
0.02475,5,0.8714859437751004,0.7209302325581395
0.025,5,0.8714859437751004,0.7209302325581395
0.02525,5,0.8714859437751004,0.7209302325581395
0.025500000000000002,5,0.8714859437751004,0.7209302325581395
0.025750000000000002,5,0.8714859437751004,0.7209302325581395
0.026000000000000002,5,0.8714859437751004,0.7209302325581395
0.02625,5,0.8714859437751004,0.7209302325581395
0.0265,5,0.8714859437751004,0.7209302325581395
0.02675,5,0.8714859437751004,0.7209302325581395
0.027,5,0.8714859437751004,0.7209302325581395
0.02725,5,0.8714859437751004,0.7209302325581395
0.0275,5,0.8714859437751004,0.7209302325581395
0.02775,5,0.8714859437751004,0.7209302325581395
0.028,5,0.8714859437751004,0.7209302325581395
0.02825,5,0.8714859437751004,0.7209302325581395
0.0285,5,0.8714859437751004,0.7209302325581395
0.02875,5,0.8714859437751004,0.7209302325581395
0.029,5,0.8714859437751004,0.7209302325581395
0.02925,5,0.8714859437751004,0.7209302325581395
0.029500000000000002,5,0.8714859437751004,0.7209302325581395
0.029750000000000002,5,0.8714859437751004,0.7209302325581395
0.03,5,0.8714859437751004,0.7209302325581395
0.03025,5,0.8714859437751004,0.7209302325581395
0.0305,5,0.8714859437751004,0.7209302325581395
0.03075,5,0.8714859437751004,0.7209302325581395
0.031,5,0.8714859437751004,0.7209302325581395
0.03125,5,0.8714859437751004,0.7209302325581395
0.0315,5,0.8714859437751004,0.7209302325581395
0.03175,5,0.8714859437751004,0.7209302325581395
0.032,5,0.8714859437751004,0.7209302325581395
0.03225,5,0.8714859437751004,0.7209302325581395
0.0325,5,0.8714859437751004,0.7209302325581395
0.03275,5,0.8714859437751004,0.7209302325581395
0.033,5,0.8714859437751004,0.7209302325581395
0.03325,5,0.8714859437751004,0.7209302325581395
0.0335,5,0.8714859437751004,0.7209302325581395
0.03375,5,0.8714859437751004,0.7209302325581395
0.034,5,0.8714859437751004,0.7209302325581395
0.03425,5,0.8714859437751004,0.7209302325581395
0.0345,5,0.8714859437751004,0.7209302325581395
0.03475,5,0.8714859437751004,0.7209302325581395
0.035,5,0.8714859437751004,0.7209302325581395
0.035250000000000004,5,0.8714859437751004,0.7209302325581395
0.035500000000000004,5,0.8714859437751004,0.7209302325581395
0.035750000000000004,5,0.8714859437751004,0.7209302325581395
0.036000000000000004,5,0.8714859437751004,0.7209302325581395
0.03625,5,0.8714859437751004,0.7209302325581395
0.0365,5,0.8714859437751004,0.7209302325581395
0.03675,5,0.8714859437751004,0.7209302325581395
0.037,5,0.8714859437751004,0.7209302325581395
0.03725,5,0.8714859437751004,0.7209302325581395
0.0375,5,0.8714859437751004,0.7209302325581395
0.03775,5,0.8714859437751004,0.7209302325581395
0.038,5,0.8714859437751004,0.7209302325581395
0.03825,3,0.8534136546184738,0.6976744186046512
0.0385,3,0.8534136546184738,0.6976744186046512
0.03875,3,0.8534136546184738,0.6976744186046512
0.039,3,0.8534136546184738,0.6976744186046512
0.03925,3,0.8534136546184738,0.6976744186046512
0.0395,3,0.8534136546184738,0.6976744186046512
0.03975,3,0.8534136546184738,0.6976744186046512
0.04,3,0.8534136546184738,0.6976744186046512
0.04025,3,0.8534136546184738,0.6976744186046512
0.0405,3,0.8534136546184738,0.6976744186046512
0.04075,3,0.8534136546184738,0.6976744186046512
0.041,3,0.8534136546184738,0.6976744186046512
0.04125,3,0.8534136546184738,0.6976744186046512
0.0415,3,0.8534136546184738,0.6976744186046512
0.04175,3,0.8534136546184738,0.6976744186046512
0.042,3,0.8534136546184738,0.6976744186046512
0.04225,3,0.8534136546184738,0.6976744186046512
0.0425,3,0.8534136546184738,0.6976744186046512
0.04275,3,0.8534136546184738,0.6976744186046512
0.043000000000000003,3,0.8534136546184738,0.6976744186046512
0.043250000000000004,3,0.8534136546184738,0.6976744186046512
0.043500000000000004,3,0.8534136546184738,0.6976744186046512
0.043750000000000004,3,0.8534136546184738,0.6976744186046512
0.044,3,0.8534136546184738,0.6976744186046512
0.04425,3,0.8534136546184738,0.6976744186046512
0.0445,3,0.8534136546184738,0.6976744186046512
0.04475,3,0.8534136546184738,0.6976744186046512
0.045,3,0.8534136546184738,0.6976744186046512
0.04525,3,0.8534136546184738,0.6976744186046512
0.0455,3,0.8534136546184738,0.6976744186046512
0.04575,3,0.8534136546184738,0.6976744186046512
0.046,3,0.8534136546184738,0.6976744186046512
0.04625,3,0.8534136546184738,0.6976744186046512
0.0465,3,0.8534136546184738,0.6976744186046512
0.04675,3,0.8534136546184738,0.6976744186046512
0.047,3,0.8534136546184738,0.6976744186046512
0.04725,3,0.8534136546184738,0.6976744186046512
0.0475,3,0.8534136546184738,0.6976744186046512
0.04775,3,0.8534136546184738,0.6976744186046512
0.048,3,0.8534136546184738,0.6976744186046512
0.04825,3,0.8534136546184738,0.6976744186046512
0.0485,3,0.8534136546184738,0.6976744186046512
0.04875,3,0.8534136546184738,0.6976744186046512
0.049,3,0.8534136546184738,0.6976744186046512
0.04925,3,0.8534136546184738,0.6976744186046512
0.0495,3,0.8534136546184738,0.6976744186046512
0.04975,3,0.8534136546184738,0.6976744186046512
0.05,3,0.8534136546184738,0.6976744186046512
0.05025,3,0.8534136546184738,0.6976744186046512
0.0505,3,0.8534136546184738,0.6976744186046512
0.05075,3,0.8534136546184738,0.6976744186046512
0.051000000000000004,3,0.8534136546184738,0.6976744186046512
0.051250000000000004,3,0.8534136546184738,0.6976744186046512
0.051500000000000004,3,0.8534136546184738,0.6976744186046512
0.051750000000000004,3,0.8534136546184738,0.6976744186046512
0.052000000000000005,3,0.8534136546184738,0.6976744186046512
0.05225,3,0.8534136546184738,0.6976744186046512
0.0525,3,0.8534136546184738,0.6976744186046512
0.05275,3,0.8534136546184738,0.6976744186046512
0.053,3,0.8534136546184738,0.6976744186046512
0.05325,3,0.8534136546184738,0.6976744186046512
0.0535,3,0.8534136546184738,0.6976744186046512
0.05375,3,0.8534136546184738,0.6976744186046512
0.054,3,0.8534136546184738,0.6976744186046512
0.05425,3,0.8534136546184738,0.6976744186046512
0.0545,3,0.8534136546184738,0.6976744186046512
0.05475,3,0.8534136546184738,0.6976744186046512
0.055,3,0.8534136546184738,0.6976744186046512
0.05525,3,0.8534136546184738,0.6976744186046512
0.0555,3,0.8534136546184738,0.6976744186046512
0.05575,3,0.8534136546184738,0.6976744186046512
0.056,3,0.8534136546184738,0.6976744186046512
0.05625,3,0.8534136546184738,0.6976744186046512
0.0565,3,0.8534136546184738,0.6976744186046512
0.05675,3,0.8534136546184738,0.6976744186046512
0.057,3,0.8534136546184738,0.6976744186046512
0.05725,3,0.8534136546184738,0.6976744186046512
0.0575,3,0.8534136546184738,0.6976744186046512
0.05775,3,0.8534136546184738,0.6976744186046512
0.058,3,0.8534136546184738,0.6976744186046512
0.05825,3,0.8534136546184738,0.6976744186046512
0.0585,3,0.8534136546184738,0.6976744186046512
0.058750000000000004,3,0.8534136546184738,0.6976744186046512
0.059000000000000004,3,0.8534136546184738,0.6976744186046512
0.059250000000000004,3,0.8534136546184738,0.6976744186046512
0.059500000000000004,3,0.8534136546184738,0.6976744186046512
0.059750000000000004,3,0.8534136546184738,0.6976744186046512
0.06,3,0.8534136546184738,0.6976744186046512
0.06025,3,0.8534136546184738,0.6976744186046512
0.0605,3,0.8534136546184738,0.6976744186046512
0.06075,3,0.8534136546184738,0.6976744186046512
0.061,3,0.8534136546184738,0.6976744186046512
0.06125,3,0.8534136546184738,0.6976744186046512
0.0615,3,0.8534136546184738,0.6976744186046512
0.06175,3,0.8534136546184738,0.6976744186046512
0.062,3,0.8534136546184738,0.6976744186046512
0.06225,3,0.8534136546184738,0.6976744186046512
0.0625,3,0.8534136546184738,0.6976744186046512
0.06275,3,0.8534136546184738,0.6976744186046512
0.063,3,0.8534136546184738,0.6976744186046512
0.06325,3,0.8534136546184738,0.6976744186046512
0.0635,3,0.8534136546184738,0.6976744186046512
0.06375,3,0.8534136546184738,0.6976744186046512
0.064,3,0.8534136546184738,0.6976744186046512
0.06425,3,0.8534136546184738,0.6976744186046512
0.0645,3,0.8534136546184738,0.6976744186046512
0.06475,3,0.8534136546184738,0.6976744186046512
0.065,3,0.8534136546184738,0.6976744186046512
0.06525,3,0.8534136546184738,0.6976744186046512
0.0655,3,0.8534136546184738,0.6976744186046512
0.06575,3,0.8534136546184738,0.6976744186046512
0.066,3,0.8534136546184738,0.6976744186046512
0.06625,3,0.8534136546184738,0.6976744186046512
0.0665,3,0.8534136546184738,0.6976744186046512
0.06675,3,0.8534136546184738,0.6976744186046512
0.067,3,0.8534136546184738,0.6976744186046512
0.06725,3,0.8534136546184738,0.6976744186046512
0.0675,3,0.8534136546184738,0.6976744186046512
0.06775,3,0.8534136546184738,0.6976744186046512
0.068,3,0.8534136546184738,0.6976744186046512
0.06825,3,0.8534136546184738,0.6976744186046512
0.0685,3,0.8534136546184738,0.6976744186046512
0.06875,3,0.8534136546184738,0.6976744186046512
0.069,3,0.8534136546184738,0.6976744186046512
0.06925,3,0.8534136546184738,0.6976744186046512
0.0695,3,0.8534136546184738,0.6976744186046512
0.06975,3,0.8534136546184738,0.6976744186046512
0.07,3,0.8534136546184738,0.6976744186046512
0.07025,3,0.8534136546184738,0.6976744186046512
0.07050000000000001,3,0.8534136546184738,0.6976744186046512
0.07075000000000001,3,0.8534136546184738,0.6976744186046512
0.07100000000000001,3,0.8534136546184738,0.6976744186046512
0.07125000000000001,3,0.8534136546184738,0.6976744186046512
0.07150000000000001,3,0.8534136546184738,0.6976744186046512
0.07175000000000001,3,0.8534136546184738,0.6976744186046512
0.07200000000000001,3,0.8534136546184738,0.6976744186046512
0.07225,3,0.8534136546184738,0.6976744186046512
0.0725,3,0.8534136546184738,0.6976744186046512
0.07275,3,0.8534136546184738,0.6976744186046512
0.073,3,0.8534136546184738,0.6976744186046512
0.07325,3,0.8534136546184738,0.6976744186046512
0.0735,3,0.8534136546184738,0.6976744186046512
0.07375,3,0.8534136546184738,0.6976744186046512
0.074,3,0.8534136546184738,0.6976744186046512
0.07425,3,0.8534136546184738,0.6976744186046512
0.0745,3,0.8534136546184738,0.6976744186046512
0.07475,3,0.8534136546184738,0.6976744186046512
0.075,3,0.8534136546184738,0.6976744186046512
0.07525,3,0.8534136546184738,0.6976744186046512
0.0755,3,0.8534136546184738,0.6976744186046512
0.07575,3,0.8534136546184738,0.6976744186046512
0.076,3,0.8534136546184738,0.6976744186046512
0.07625,3,0.8534136546184738,0.6976744186046512
0.0765,3,0.8534136546184738,0.6976744186046512
0.07675,3,0.8534136546184738,0.6976744186046512
0.077,3,0.8534136546184738,0.6976744186046512
0.07725,3,0.8534136546184738,0.6976744186046512
0.0775,3,0.8534136546184738,0.6976744186046512
0.07775,3,0.8534136546184738,0.6976744186046512
0.078,3,0.8534136546184738,0.6976744186046512
0.07825,3,0.8534136546184738,0.6976744186046512
0.0785,3,0.8534136546184738,0.6976744186046512
0.07875,3,0.8534136546184738,0.6976744186046512
0.079,3,0.8534136546184738,0.6976744186046512
0.07925,3,0.8534136546184738,0.6976744186046512
0.0795,3,0.8534136546184738,0.6976744186046512
0.07975,3,0.8534136546184738,0.6976744186046512
0.08,3,0.8534136546184738,0.6976744186046512
0.08025,3,0.8534136546184738,0.6976744186046512
0.0805,3,0.8534136546184738,0.6976744186046512
0.08075,3,0.8534136546184738,0.6976744186046512
0.081,3,0.8534136546184738,0.6976744186046512
0.08125,3,0.8534136546184738,0.6976744186046512
0.0815,3,0.8534136546184738,0.6976744186046512
0.08175,3,0.8534136546184738,0.6976744186046512
0.082,3,0.8534136546184738,0.6976744186046512
0.08225,3,0.8534136546184738,0.6976744186046512
0.0825,3,0.8534136546184738,0.6976744186046512
0.08275,3,0.8534136546184738,0.6976744186046512
0.083,3,0.8534136546184738,0.6976744186046512
0.08325,3,0.8534136546184738,0.6976744186046512
0.0835,3,0.8534136546184738,0.6976744186046512
0.08375,3,0.8534136546184738,0.6976744186046512
0.084,3,0.8534136546184738,0.6976744186046512
0.08425,3,0.8534136546184738,0.6976744186046512
0.0845,3,0.8534136546184738,0.6976744186046512
0.08475,3,0.8534136546184738,0.6976744186046512
0.085,3,0.8534136546184738,0.6976744186046512
